county_id,rentindex
01001,7.4361653327941895
01002,9.086278915405273
01003,8.765470504760742
01004,6.596555709838867
01051,5.148902416229248
01053,7.751492500305176
01054,3.915310859680176
01055,8.618305206298828
01056,9.055153846740723
01057,7.706371784210205
01058,5.781449317932129
01059,6.319464683532715
01060,10.083932876586914
01061,6.857150077819824
01062,11.059513092041016
02000,16.500368118286133
03101,8.78964614868164
03102,5.802683353424072
03103,9.076240539550781
03151,8.762733459472656
03153,6.303621292114258
03154,4.72616720199585
03155,7.840624809265137
03157,6.474658489227295
03158,7.239896297454834
03159,10.714234352111816
03241,10.280366897583008
03251,9.589120864868164
03252,6.04585075378418
03254,7.233052730560303
03255,4.146469593048096
03256,7.293734550476074
03257,6.010159015655518
03351,6.98756217956543
03352,5.770238876342773
03353,9.946174621582031
03354,5.594555377960205
03355,9.799232482910156
03356,7.181541919708252
03357,10.747507095336914
03358,5.897867679595947
03359,6.629424571990967
03360,6.04380989074707
03361,8.9133939743042
03401,6.707300662994385
03402,6.933213233947754
03403,9.081869125366211
03404,8.900272369384766
03405,5.763711929321289
03451,8.25998306274414
03452,6.031373500823975
03453,10.451940536499023
03454,6.764496803283691
03455,5.589528560638428
03456,6.360361576080322
03457,7.410154342651367
03458,7.04091215133667
03459,7.68255090713501
03460,7.771335124969482
03461,5.142932891845703
03462,4.43826961517334
04011,10.233329772949219
04012,6.04831075668335
05111,11.27210807800293
05112,6.298901081085205
05113,7.666538715362549
05114,7.0784687995910645
05116,7.005630970001221
05117,7.173234939575195
05119,6.332170486450195
05120,6.199634552001953
05122,6.995527267456055
05124,6.568920135498047
05154,6.292809963226318
05158,8.499900817871094
05162,8.451471328735352
05166,6.227359771728516
05170,5.688340187072754
05314,11.530930519104004
05315,14.176566123962402
05316,7.814814567565918
05334,10.31576156616211
05358,6.731192111968994
05362,9.655963897705078
05366,7.424466133117676
05370,6.698197364807129
05374,7.109244346618652
05378,9.75189208984375
05382,8.764801979064941
05512,6.578954696655273
05513,5.544503211975098
05515,11.799055099487305
05554,6.2784905433654785
05558,7.43626070022583
05562,6.344444751739502
05566,6.425037384033203
05570,4.479019641876221
05711,8.417243957519531
05754,7.741268157958984
05758,5.677859306335449
05762,5.26977014541626
05766,7.362826347351074
05770,7.0300092697143555
05774,8.300227165222168
05911,7.688282489776611
05913,8.121045112609863
05914,5.59131383895874
05915,6.450733184814453
05916,5.900809288024902
05954,6.425224304199219
05958,5.428014278411865
05962,4.952846050262451
05966,10.65683650970459
05970,8.140474319458008
