county_id,BorderDist
1001,129.047688
1002,57.09276756
1003,0
1004,50.62605011
1051,92.98326543
1053,0
1054,113.1732696
1055,3.992316046
1056,50.78731717
1057,30.57887844
1058,51.68014954
1059,95.18732563
1060,15.7165017
1061,60.9907358
1062,8.685437392
2000,19.73972005
3101,18.21492637
3102,7.388845472
3103,3.174488315
3151,0
3153,0
3154,0
3155,15.22395549
3157,24.22569389
3158,0
3159,0
3241,41.74327528
3251,111.1564396
3252,61.40086686
3254,24.80835552
3255,46.14370324
3256,83.9416873
3257,82.07198217
3351,21.41211707
3352,92.32530162
3353,8.574046596
3354,0
3355,0
3356,104.6980059
3357,60.24555646
3358,37.32047075
3359,54.7159749
3360,0
3361,87.04035712
3401,130.2829702
3402,218.8553255
3403,154.3586271
3404,156.4010259
3405,162.43775
3451,153.5390725
3452,185.2869425
3453,165.9349316
3454,191.6415281
3455,159.1928591
3456,206.3265737
3457,180.6730809
3458,134.413638
3459,132.6394635
3460,154.1478007
3461,132.493156
3462,174.7252514
4011,111.0466738
4012,130.2943469
5111,208.6180645
5112,215.8601545
5113,194.4354154
5114,224.5689567
5116,237.9682488
5117,206.8025323
5119,208.9897359
5120,183.8021138
5122,194.0503034
5124,182.945932
5154,237.2497359
5158,192.3630305
5162,214.526553
5166,230.6545777
5170,210.7857257
5314,188.8179406
5315,193.0726454
5316,199.2878385
5334,244.901741
5358,223.8756426
5362,201.8788694
5366,208.6506666
5370,243.5226176
5374,150.6033528
5378,177.8062393
5382,155.961326
5512,204.4408548
5513,194.2490906
5515,161.0715105
5554,197.3904717
5558,157.2221991
5562,173.4419148
5566,156.2134645
5570,118.2204026
5711,109.7439116
5754,97.92913048
5758,108.7916628
5762,44.95745046
5766,67.21428612
5770,105.0886451
5774,67.19945108
5911,179.7805223
5913,160.2133912
5914,162.3339121
5915,138.1689814
5916,183.9567662
5954,168.3254371
5958,68.22321871
5962,138.7473385
5966,120.7306578
5970,99.89462965
5974,96.67408013
5978,145.1520204
6411,111.7181996
6412,92.4760199
6413,93.97211989
6414,122.1045953
6431,124.3766136
6432,93.84374037
6433,113.664312
6434,93.95649707
6435,28.5121389
6436,105.4096999
6437,101.2828165
6438,89.01797674
6439,112.2324836
6440,47.52753078
6531,53.5660826
6532,88.13041431
6533,103.089676
6534,54.94823294
6535,16.48579307
6611,25.13195439
6631,0
6632,0
6633,13.89630143
6634,19.68180795
6635,52.59819589
6636,0
7111,157.8527755
7131,180.5798921
7132,130.0730665
7133,161.344874
7134,195.5455082
7135,183.6667915
7137,158.0633848
7138,153.5693181
7140,162.3077165
7141,130.5401815
7143,122.4114116
7211,241.5669124
7231,202.4675665
7232,234.4338276
7233,203.4409488
7235,227.6892902
7311,156.5468897
7312,195.4999692
7313,197.5440553
7314,158.9932362
7315,133.1983567
7316,181.9378735
7317,222.6400256
7318,169.9862846
7319,143.6008512
7320,230.2931352
7331,139.2196731
7332,163.3113255
7333,164.3453026
7334,182.7106867
7335,184.2332028
7336,188.9923234
7337,182.998869
7338,155.4072181
7339,134.1036455
7340,205.096311
8111,181.5771496
8115,193.1093879
8116,181.2613652
8117,171.3173925
8118,155.7104923
8119,149.2162824
8121,153.4323673
8125,127.399203
8126,108.2208382
8127,99.23147381
8128,80.22280694
8135,162.2354458
8136,131.7603527
8211,229.5375556
8212,196.4121376
8215,171.070486
8216,213.853039
8221,149.5858645
8222,152.6298468
8225,100.8552137
8226,125.6836193
8231,197.4616715
8235,207.4691068
8236,180.4453583
8237,233.9070305
8311,314.5079505
8315,299.7984346
8316,285.0505324
8317,246.2675586
8325,246.5823681
8326,275.0135281
8327,262.3204663
8335,277.6322044
8336,324.0248777
8337,307.4107214
8415,201.8872293
8416,209.0829717
8417,231.4617121
8421,200.1670602
8425,183.6214231
8426,220.9757811
8435,278.539769
8436,251.5792056
8437,236.2417093
9161,160.9998126
9162,224.8353809
9163,271.4763737
9171,222.4897414
9172,269.3569903
9173,252.7244194
9174,199.3577057
9175,230.0151199
9176,131.6249822
9177,208.0613666
9178,186.5470973
9179,214.7677285
9180,276.0069607
9181,219.2740066
9182,261.0134374
9183,213.1290169
9184,220.1637064
9185,155.1351048
9186,163.6753817
9187,243.1528726
9188,233.3386453
9189,243.1325092
9190,252.3066419
9261,193.1678595
9262,210.8100627
9263,159.5826004
9271,163.0769263
9272,175.147263
9273,142.1227742
9274,172.9835479
9275,195.8242067
9276,142.0034057
9277,198.8578028
9278,141.4133932
9279,175.4688244
9361,93.32884885
9362,139.2654222
9363,68.60679479
9371,62.10479885
9372,100.887647
9373,94.0652161
9374,52.90000834
9375,123.010282
9376,82.03508132
9377,32.46123747
9461,33.13679601
9462,37.78906641
9463,2.878397887
9464,2.057809552
9471,15.93176164
9472,28.87122661
9473,0
9474,43.72984638
9475,0
9476,0
9477,12.00326029
9478,7.319407903
9479,11.15630919
9561,96.32993274
9562,63.91603139
9563,76.00216239
9564,76.3390378
9565,94.27015866
9571,84.47023909
9572,46.33598982
9573,74.09156232
9574,65.22334343
9575,51.43847021
9576,93.00835752
9577,111.2748136
9661,85.30662569
9662,29.54095894
9663,62.14021956
9671,64.28297492
9672,11.51012774
9673,0
9674,0
9675,43.01227164
9676,83.40387479
9677,41.48434514
9678,10.62305119
9679,46.88792968
9761,194.5557567
9762,253.985302
9763,271.7622325
9764,242.610659
9771,177.5741717
9772,174.5416289
9773,161.1604819
9774,187.7787147
9775,197.2809657
9776,284.5810349
9777,232.8097977
9778,220.6734142
9779,130.3769472
9780,262.1374804
10041,245.4243297
10042,238.8456712
10043,229.9518169
10044,244.5319332
10045,226.67554
10046,220.4031978
11000,114.5362112
12051,80.25895444
12052,217.3751416
12053,204.1445346
12054,107.5406898
12060,121.16282
12061,141.2687615
12062,140.609244
12063,49.92530534
12064,145.8205862
12065,89.83439254
12066,161.5571531
12067,152.6594016
12068,38.75647514
12069,75.6282891
12070,0
12071,198.1602744
12072,118.3882944
12073,111.4705195
13003,72.66985438
13004,22.4028784
13071,57.87628764
13072,38.21217876
13073,93.92895864
13074,0
13075,132.7712043
13076,0
14511,70.13815028
14521,31.92257259
14522,74.98993246
14523,0
14524,35.44561189
14612,131.7856586
14625,150.7903148
14626,186.5017173
14627,110.3568272
14628,114.7949672
14713,93.51975383
14729,76.3794676
14730,102.4543155
15001,77.62730898
15002,81.45303353
15003,32.42556916
15081,0
15082,59.26518947
15083,0
15084,60.61772036
15085,0
15086,41.10671569
15087,14.0698292
15088,55.56176102
15089,27.70068101
15090,0
15091,83.90993861
16051,44.760487
16052,44.0088266
16053,39.02222346
16054,19.18225307
16055,44.06838085
16056,0
16061,0
16062,0
16063,0
16064,0
16065,17.60583178
16066,0
16067,18.88885278
16068,38.83302425
16069,0
16070,15.88361948
16071,30.16252055
16072,0
16073,0
16074,27.38062136
16075,0
16076,15.55847821
16077,48.87400914
