cell_id,lat,lon,pop,emp,wage,rent
1440,37.29443500610622,-121.82666703169403,39097.959638678614,9851.909981265871,0.9820111572084856,2.03499395946542
1441,37.294209178161935,-121.80410664030757,20948.942924163006,1970.3819962531745,0.992395810073946,1.502343381480933
1442,37.29397905127529,-121.78154650293877,12291.169496828534,4934.884341288187,1.017484298010035,1.4865908462658373
1443,37.293744625598066,-121.75898662437436,13118.804792197318,4726.535714481239,1.0725094898597192,1.2875546341813362
1444,37.29350590128489,-121.73642700940086,3351.8801654984914,1141.7275406147096,0.8521645009951507,0.9661939838072827
1461,37.279589947056046,-122.21041630592295,84.51234574626372,1141.7275406147096,0.8674622406070392,0.3994303811561273
1462,37.27943732064553,-122.18785771001289,25.35774576841186,1141.7275406147096,1.0029620216651727,0.3165334893051502
1463,37.279280395934535,-122.1652992865371,61.04151856118003,1141.7275406147096,0.9857359450694818,0.34064156759113456
1464,37.27911917302654,-122.14274104028281,92.8752793989953,1141.7275406147096,0.9167778601241692,0.43450515396934114
1465,37.27895365202791,-122.12018297603696,48.6153305044458,1141.7275406147096,0.9515586344361403,0.36118624141494365
1466,37.278783833047775,-122.09762509858625,78.7186275641632,1141.7275406147096,1.0253241918633962,0.3999021947661527
1467,37.278609716198154,-122.07506741271716,159.30930362129754,1141.7275406147096,1.0360008214480685,0.4415708874270664
1468,37.27843130159388,-122.05250992321592,2637.8575557260383,1141.7275406147096,1.0349565193355807,0.9026196504480981
1469,37.27824858935263,-122.02995263486847,13055.34970156014,6349.670443771381,1.0269613289716597,1.479396347951414
1470,37.278061579594876,-122.00739555246058,15410.523150037152,1141.7275406147096,0.8903482643330345,1.532722435131002
1471,37.277870272443955,-121.98483868077753,26450.409896726327,9851.909981265871,1.0461435286336338,1.5534963240282493
1472,37.27767466802605,-121.96228202460456,29802.795974672696,22668.32395439372,1.1334390855833263,1.8794278990090691
1473,37.27747476647012,-121.93972558872649,26970.65511927188,90994.7438149274,1.0985092902200864,1.770962466598427
1474,37.27727056790802,-121.91716937792783,26899.484585078266,18592.628174991787,1.064135935815768,1.55814873660168
1475,37.277062072474365,-121.8946133969929,25522.093067573813,7325.932091242719,1.0341578840694288,1.5804013940839066
1476,37.27684928030668,-121.87205765070563,28174.067095548253,24486.073377026758,1.1202549053116135,1.8328337981748346
1477,37.276632191545254,-121.84950214384962,37745.134958599985,1954.2313241527388,1.0273226686195944,1.8808032748041155
1478,37.276410806333246,-121.82694688120822,46173.395689252065,13237.078080002244,1.081870581074879,1.8746774106541122
1479,37.276185124816635,-121.80439186756448,20102.00250295163,1141.7275406147096,0.8875049549144114,1.7357751609514607
1480,37.27595514714423,-121.78183710770094,4476.524107469676,1141.7275406147096,0.8546676777023942,1.1892784827877485
1481,37.27572087346765,-121.75928260640005,8505.697019543444,1970.3819962531745,1.0366983495492934,1.3220494986362534
1482,37.27548230394138,-121.7367283684437,4719.985254096745,1141.7275406147096,0.9732077756152202,1.0013991315021982
1499,37.26156362864312,-122.21060453417968,97.55080612011064,1141.7275406147096,1.0289007429960122,0.451116377795057
1500,37.261411101222194,-122.18805131457594,25.03257241017853,1141.7275406147096,0.9946976217473844,0.2741031918171119
1501,37.26125427828815,-122.1654982672454,4.821931598000591,1141.7275406147096,0.894804264529353,0.207675085469434
1502,37.26109315994436,-122.14294539697077,20.216833726292876,1141.7275406147096,0.9803471840186533,0.30861476930994525
1503,37.26092774629709,-122.12039270853458,54.45284196358372,1141.7275406147096,0.8957355990073572,0.3388435868573277
1504,37.26075803745537,-122.097840206719,50.38670175879797,1141.7275406147096,0.9506300774175785,0.34914787936953656
1505,37.26058403353108,-122.07528789630608,64.91316454996617,1141.7275406147096,0.8649421636541395,0.3494170144013655
1506,37.260405734638965,-122.05273578207755,3154.5334766143988,1141.7275406147096,0.958591623810867,1.088407627114248
1507,37.260223140896564,-122.03018386881494,10950.834734528104,17195.700264086936,1.0536108331068306,1.3012338843350242
1508,37.260036252424264,-122.00763216129944,7482.501570341347,1141.7275406147096,0.9979944354672737,1.1925423973950682
1509,37.25984506934526,-121.985080664312,13722.606282469624,4934.884341288187,1.0837698690439743,1.4833598219562005
1510,37.2596495917856,-121.96252938263325,15383.27639422494,36006.59994332621,1.2243883504138529,1.5740684757520143
1511,37.259449819874135,-121.93997832104365,23390.19348878343,23874.759587192177,1.0757825457227996,1.4944594269547136
1512,37.25924575374259,-121.91742748432323,26794.8967364815,13237.078080002244,1.0804606105291066,1.5704800502448448
1513,37.25903739352545,-121.89487687725182,31396.741822774256,9296.314087495894,1.1224959782147892,1.6651187796640041
1514,37.258824739360094,-121.87232650460888,26513.544864958538,23665.87151821713,1.0628780270967033,1.570062794880527
1515,37.25860779138669,-121.84977637117358,26323.23542167224,21118.606065014945,1.0433551380731922,1.5461029013584304
1516,37.258386549748224,-121.82722648172476,37585.450015120994,10082.085809470782,0.9730287097006499,2.0106329831901757
1517,37.25816101459056,-121.80467684104102,37956.14126364886,11631.802052022602,1.0647258765216645,1.9340453459339613
1518,37.257931186062365,-121.78212745390049,4752.680547287198,3940.763992506349,0.9253649929484196,1.0317414063353574
1519,37.25769706431509,-121.75957832508107,1740.1593845813313,1141.7275406147096,0.9053679483711554,0.7837758558741026
1520,37.25745864950307,-121.73702945936024,546.2304726751852,1141.7275406147096,1.009599396729912,0.6365621509107601
1537,37.24353725439675,-122.21079259494608,16.48729989652695,1141.7275406147096,1.0035152381715693,0.2899302082136089
1538,37.243384825918994,-122.18824474686575,6.787158418311723,1141.7275406147096,0.9540130573003923,0.19602790099503908
1539,37.24322810471414,-122.16569707089776,22.17235938639738,1141.7275406147096,0.8942885751095936,0.3040411560200305
1540,37.243067090885496,-122.14314957182032,38.38204249223764,1141.7275406147096,1.0035015473139708,0.3605227739075432
1541,37.24290178453922,-122.12060225441148,34.515389790871794,1141.7275406147096,0.9821940888859126,0.33902343779390587
1542,37.24273218578422,-122.09805512344906,29.945421061963387,1141.7275406147096,0.9413486298422401,0.33748405444124857
1543,37.242558294732305,-122.07550818371057,38.25657226562245,1141.7275406147096,1.0090306946838479,0.3141946771516779
1544,37.24238011149806,-122.05296143997327,281.9138482247825,1141.7275406147096,0.9972842260341273,0.5484092405081841
1545,37.242197636198924,-122.03041489701421,2155.530639911979,1141.7275406147096,1.0258449471081084,0.9889218783972341
